UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
120048: PARQUE DE MAT. DE ELETRON.DA AERONAUTICA/RJ,"5: PREGÃO                                            ",5810,12004805000005810,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/12004805000005810/itens
153166: MEC-UFRRJ-UNIV.FED.RURAL DO R.DE JANEIRO/RJ,"5: PREGÃO                                            ",5810,15316605000005810,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15316605000005810/itens
50001: STJ _ SUPERIOR TRIBUNAL DE JUSTICA/DF,"5: PREGÃO                                            ",6510,05000105000006510,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/05000105000006510/itens
80016: TRIBUNAL REGIONAL DO TRABALHO DA 10A.REGIAO,"5: PREGÃO                                            ",6707,08001605000006707,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/08001605000006707/itens
925856: SECRETARIA DE ESTADO DE SAÚDE PÚBLICA/PA,"5: PREGÃO                                            ",7008,92585605000007008,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/92585605000007008/itens
80016: TRIBUNAL REGIONAL DO TRABALHO DA 10A.REGIAO,"5: PREGÃO                                            ",7107,08001605000007107,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/08001605000007107/itens
255023: FUNDACAO NACIONAL DE SAUDE/RR,"5: PREGÃO                                            ",7200,25502305000007200,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/25502305000007200/itens
323031: AGENCIA NACIONAL DO PETROLEO - ANP - RJ,"5: PREGÃO                                            ",7407,32303105000007407,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/32303105000007407/itens
153166: MEC-UFRRJ-UNIV.FED.RURAL DO R.DE JANEIRO/RJ,"5: PREGÃO                                            ",7509,15316605000007509,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15316605000007509/itens
50001: STJ _ SUPERIOR TRIBUNAL DE JUSTICA/DF,"5: PREGÃO                                            ",7511,05000105000007511,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/05000105000007511/itens
910847: ELETROBRAS TERMONUCLEAR S/A,"5: PREGÃO                                            ",7807,91084705000007807,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/91084705000007807/itens
50001: STJ _ SUPERIOR TRIBUNAL DE JUSTICA/DF,"4: CONCORRÊNCIA INTERNACIONAL                        ",7811,05000104000007811,,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/05000104000007811/itens
393003: DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES,"5: PREGÃO                                            ",7900,39300305000007900,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/39300305000007900/itens
170041: DELEGACIA DA REC.FEDERAL EM FORTALEZA/CE,"5: PREGÃO                                            ",8200,17004105000008200,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/17004105000008200/itens
420037: CINEMATECA BRASILEIRA,"5: PREGÃO                                            ",8200,42003705000008200,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/42003705000008200/itens
130077: SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,"5: PREGÃO                                            ",8201,13007705000008201,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/13007705000008201/itens
50001: STJ _ SUPERIOR TRIBUNAL DE JUSTICA/DF,"5: PREGÃO                                            ",8410,05000105000008410,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/05000105000008410/itens
393003: DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES,"3: CONCORRÊNCIA                                      ",8709,39300303000008709,,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/39300303000008709/itens
250052: INSTITUTO NACIONAL DO CANCER - RJ,"5: PREGÃO                                            ",8711,25005205000008711,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/25005205000008711/itens
160291: CENTRO TECNOLOGICO DO EXERCITO/RJ,"5: PREGÃO                                            ",8909,16029105000008909,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/16029105000008909/itens
254423: CENTRO DE PESQUISAS RENE RACHAU,"5: PREGÃO                                            ",9007,25442305000009007,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/25442305000009007/itens
133088: SUPERINT. REG. DO DISTRITO FED. E ENTORNO DF,"5: PREGÃO                                            ",9200,13308805000009200,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/13308805000009200/itens
926021: SECRET.MUN.DE SAÚDE NO MUNICÍPIO DE MESQUITA,"5: PREGÃO                                            ",9209,92602105000009209,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/92602105000009209/itens
393017: SUP. REG. DO DNIT NO ESTADO DA PARAIBA,"1: CONVITE                                           ",9513,39301701000009513,,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/39301701000009513/itens
90028: TRIBUNAL REGIONAL FEDERAL DA 2A. REGIAO,"5: PREGÃO                                            ",9909,09002805000009909,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/09002805000009909/itens
50001: STJ _ SUPERIOR TRIBUNAL DE JUSTICA/DF,"5: PREGÃO                                            ",9911,05000105000009911,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/05000105000009911/itens
160165: 8. DEPOSITO DE SUPRIMENTO,"1: CONVITE                                           ",00001/0001,16016501000010001,,Divulgado,Aquisicao de baterias automotivas,,equis. 0024/2001,Nacional,8,,,22/06/2001 09:00,Rodovia Artur bernardes 8395 - Pratinha/PA,,29/06/2001 10:40,,/licitacoes/id/licitacao/16016501000010001/itens
160232: 13 BATALHAO DE INFANTARIA BLINDADO,"1: CONVITE                                           ",00001/0004,16023201000010004,,Divulgado,Aquisicao de generos de alimentaçao,,0029/04,Nacional,1,,,12/03/2004 09:00,"Av. Carlos Cavalcanti, 2179 (13 BIB )Rancho - Uvaranas/PR",,19/03/2004 08:15,,/licitacoes/id/licitacao/16023201000010004/itens
135045: CONAB SEDE SUREG AMAZONAS,"1: CONVITE                                           ",00001/0005,13504501000010005,,Divulgado,"Seleção, para contratação, de empresa d ções, Normas e Procedimentos Gerais e Plantas f ornecidas estinada a prestar os serviços de construção ci vil necessários as instalações de combate à inc êndio da séde da SUREG/AM e Unidade Armazenado ra de Manaus, situada à Av. Ministro Mário Andr eazza n. 2196, sob o regime de empreitada por p reço global, para mão-de-obra e materiais, obse rvando-se as condições e especificações constan tes dos anexos I  Projeto Básico, II  Disposi","O edital poderá ser retirad o na CPL/CONAB/SUREG/AM, sito a Av. Ministro Ma rio Andreazza, 2196 Distrito Industrial Man aus/AM, mediante a apresentação de 01 (um) disq uete, e no site www.conab.gov.br",8.035/2005,Nacional,,,,07/12/2005 09:00,"Av. Ministro Mario Andreazza, 2196 - Distrito Industrial/AM",,14/12/2005 09:00,,/licitacoes/id/licitacao/13504501000010005/itens
373060: INCRA-PROJETO FUNDIARIO JARDIM/MS,"1: CONVITE                                           ",00001/0005,37306001000010005,,Divulgado,"Contratacao de Empresa para fornecimento de combustivel automotivos, lubrificanates em geral, filtros de combustivel/Ar e servicos de lavagem, conserto de pneus/camara de ar, para as viaturas do acervo da Unidade Avanca Jardim/INCRA, bem como aquelas em transito  nesta jurisdicao.",,4291000271200406,Nacional,,,,10/03/2005 08:00,"Rua 1º de maio, 571 - Centro/MS",,17/03/2005 15:00,,/licitacoes/id/licitacao/37306001000010005/itens
154039: FUNDACAO UNIVERSIDADE DO AMAZONAS/AM,"5: PREGÃO                                            ",00001/0007,15403905000010007,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15403905000010007/itens
323031: AGENCIA NACIONAL DO PETROLEO - ANP - RJ,"5: PREGÃO                                            ",00001/0008,32303105000010008,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/32303105000010008/itens
925491: FUND.DE APOIO AO ENS.PESQ. E EXT.DE ITAJUBÁ,"3: CONCORRÊNCIA                                      ",00001/0008,92549103000010008,,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/92549103000010008/itens
153046: UNIVERSIDADE FEDERAL DO ESPIRITO SANTO/ES,"5: PREGÃO                                            ",00001/0009,15304605000010009,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15304605000010009/itens
"158154: INST.FED.DE EDUC.,CIENC.E TEC.DE SÃO PAULO","5: PREGÃO                                            ",00001/0010,15815405000010010,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15815405000010010/itens
323031: AGENCIA NACIONAL DO PETROLEO - ANP - RJ,"5: PREGÃO                                            ",00001/0010,32303105000010010,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/32303105000010010/itens
153030: UNIVERSIDADE FEDERAL DE ITAJUBA/MG,"5: PREGÃO                                            ",00001/0107,15303005000010107,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15303005000010107/itens
925477: PREFEITURA MUNICIPAL DE MESQUITA,"5: PREGÃO                                            ",00001/0107,92547705000010107,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/92547705000010107/itens
135035: EMBRAPA/CPPSUL,"5: PREGÃO                                            ",00001/0208,13503505000010208,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/13503505000010208/itens
70010: TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO,"5: PREGÃO                                            ",00001/0308,07001005000010308,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/07001005000010308/itens
153223: CENTRO FED.DE EDUCAÇÃO TECNOL.DE RIO POMBA,"5: PREGÃO                                            ",00001/0308,15322305000010308,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15322305000010308/itens
153063: UNIVERSIDADE FEDERAL DO PARA/PA,"5: PREGÃO                                            ",00001/0409,15306305000010409,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15306305000010409/itens
195006: CIA DE DESENV. DO VALE DO SAO FRANCISCO-DF,"3: CONCORRÊNCIA                                      ",00001/0509,19500603000010509,,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/19500603000010509/itens
910847: ELETROBRAS TERMONUCLEAR S/A,"5: PREGÃO                                            ",00001/0510,91084705000010510,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/91084705000010510/itens
154048: FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,"5: PREGÃO                                            ",00001/0710,15404805000010710,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15404805000010710/itens
925477: PREFEITURA MUNICIPAL DE MESQUITA,"5: PREGÃO                                            ",00001/1008,92547705000011008,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/92547705000011008/itens
153166: MEC-UFRRJ-UNIV.FED.RURAL DO R.DE JANEIRO/RJ,"5: PREGÃO                                            ",00001/1011,15316605000011011,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15316605000011011/itens
170114: SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - RJ,"5: PREGÃO                                            ",00001/1011,17011405000011011,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/17011405000011011/itens
153011: CENTRO FEDERAL DE EDUCACAO TECNOLOGICA/ES,"5: PREGÃO                                            ",00001/1108,15301105000011108,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15301105000011108/itens
154055: MEC-FUNDACAO UNIVERSIDADE DE RONDONIA/RO,"5: PREGÃO                                            ",00001/1207,15405505000011207,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15405505000011207/itens
70019: TRIBUNAL REGIONAL ELEITORAL DO PARANA,"5: PREGÃO                                            ",00001/1209,07001905000011209,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/07001905000011209/itens
150224: HOSPITAL UNIVERSITÁRIO GETÚLIO VARGAS,"5: PREGÃO                                            ",00001/1308,15022405000011308,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15022405000011308/itens
153261: HOSPITAL CLINICAS/UFMG,"5: PREGÃO                                            ",00001/1310,15326105000011310,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15326105000011310/itens
80010: TRIBUNAL REGIONAL DO TRABALHO DA 2A.REGIAO,"5: PREGÃO                                            ",00001/1407,08001005000011407,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/08001005000011407/itens
195006: CIA DE DESENV. DO VALE DO SAO FRANCISCO-DF,"1: CONVITE                                           ",00001/1407,19500601000011407,,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/19500601000011407/itens
195006: CIA DE DESENV. DO VALE DO SAO FRANCISCO-DF,"2: TOMADA DE PREÇOS                                  ",00001/1609,19500602000011609,,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/19500602000011609/itens
50001: STJ _ SUPERIOR TRIBUNAL DE JUSTICA/DF,"5: PREGÃO                                            ",00001/1611,05000105000011611,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/05000105000011611/itens
153028: UNIVERSIDADE FEDERAL DE ALFENAS,"5: PREGÃO                                            ",00001/1708,15302805000011708,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/15302805000011708/itens
90028: TRIBUNAL REGIONAL FEDERAL DA 2A. REGIAO,"5: PREGÃO                                            ",00001/1909,09002805000011909,Presencial,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/09002805000011909/itens
195006: CIA DE DESENV. DO VALE DO SAO FRANCISCO-DF,"3: CONCORRÊNCIA                                      ",00001/1909,19500603000011909,,Divulgado,,,,Nacional,,,,," - /",,,,/licitacoes/id/licitacao/19500603000011909/itens
110120: DEPARTAMENTO DE ADMINISTRACAO DA ABIN/GSI/PR,"1: CONVITE                                           ",00001/1997,11012001000011997,,Divulgado,Aquisicao de Toner para copiadora.,,,Nacional,3,,,02/04/1997 08:30,SAI/SO AREA 05 QUADRA 01 BLOCO P  TERREO - ASA SUL/DF,09/04/1997 09:30,09/04/1997 09:30,,/licitacoes/id/licitacao/11012001000011997/itens
110401: MINISTERIO DA DEFESA - GAB. MINISTRO -DF,"3: CONCORRÊNCIA                                      ",00001/1997,11040103000011997,,Publicado,"Contratação de empresa especializada para construção de dois  (2) ais). blocos (""S"" e ""T"") residenciais com três (3) pavimentos, situados nas proje ções 1 e 2, da SQS 402 Brasília-DF, em estrutura de concreto armado, compre endendo ainda área de ajardinamento, cuja contratação se dará pelo regime de execução indireta por empreitada e preço global. ABERTURA DOS DOCUMENTOS DE HABILITAçÃO: 26/06/97 às 10h. EDITAL E INFORMAçÕES: Poderão ser obtidos no Setor de Aquisições do Estado-Maior das Forças Armadas, Esplanada dos Mi nistérios, Bloco ""Q"" sala 926. Telefone: (061) 312-4238, no horário de 9h ás 12h e de 14h ás 17h, mediante a indenização de R$ 50,00  (cinquenta re",,,Nacional,1,Ruy Ângelo Avellar Torres,Presidente da Comissão Especial de Licitação,15/05/1997 09:00,Esplanada dos Ministérios Bloco Q 3 andar Auditório - Plano Piloto/DF,26/06/1997 10:00,24/06/1997 15:00,15/05/1997,/licitacoes/id/licitacao/11040103000011997/itens
113601: IPEA-INSTIT.DE PESQUISA ECONOMICA APLICADA/DF,"33: CONCORRÊNCIA POR TÉCNICA E PREÇO                  ",00001/1997,11360133000011997,,Publicado,"Aquisição de microcomputador, impressora jato de tinta, monitor de vídeo, masterizador/duplicador de CD-R, torre CD-ROM e Switch.",,,Nacional,10,Adriles Marques da Fonseca,Presidente da CPL,22/05/1997 08:30,SBS - Ed. BNDES - 5º andar - sala 514 - Setor Bancário Sul/DF,09/07/1997 15:00,09/07/1997 14:30,22/05/1997,/licitacoes/id/licitacao/11360133000011997/itens
130010: COMISSAO EXEC.DA LAVOURA CACAUEIRA,"1: CONVITE                                           ",00001/1997,13001001000011997,,Divulgado,"Aquisiçao de Material de Expediente, Escritório e Gráfico.",,,Nacional,45,,,15/05/1997 08:00,Eixo Monumental Via S1 Bloco B - Cruzeiro/DF,22/05/1997 10:00,22/05/1997 10:00,,/licitacoes/id/licitacao/13001001000011997/itens
130010: COMISSAO EXEC.DA LAVOURA CACAUEIRA,"2: TOMADA DE PREÇOS                                  ",00001/1997,13001002000011997,,Publicado,Aquisição de 04 (quatro) veículos automotores.,,,Nacional,3,Reinaldo dos Santos Mello,Ordenação de Despesas por Delegação,04/07/1997 09:00,Eixo Monumental Via S-1 Bloco B - Cruzeiro/DF,24/07/1997 10:00,24/07/1997 10:00,03/07/1997,/licitacoes/id/licitacao/13001002000011997/itens
